id,company,created_at,developer,game,porting,publisher,supporting
18929,56,1414800000,true,233,false,true,false
7127,1366,1379289600,true,2909,false,false,false
23065,184,1428796800,true,673,false,true,false
24125,401,1433376000,true,10962,false,false,false
24124,1030,1433376000,true,10962,false,false,false
18972,2245,1414800000,true,890,false,true,false
18926,74,1414800000,false,247,false,true,false
22303,45,1424736000,false,1871,false,true,false
42069,184,1480204800,true,509,false,false,false
42061,2743,1480204800,false,912,true,false,false
54390,23,1505606400,false,11157,true,false,false
158,12,1300147200,false,6,false,true,false
18947,1053,1414800000,false,78,false,true,false
17932,29,1408147200,false,960,false,true,false
32250,1010,1455148800,false,3750,false,true,false
42251,157,1480464000,false,18,false,true,false
51703,70,1499299200,false,2276,false,true,false
58993,56,1513209600,true,2997,false,true,false
42280,15,1480550400,false,20,true,false,false
42062,11626,1480204800,false,912,true,false,false
2469,70,1326326400,false,1033,false,true,false
2379,53,1322438400,false,987,false,true,false
38506,956,1471132800,true,2064,false,false,false
16119,395,1400112000,true,4438,false,false,false
50935,45,1497398400,false,1244,false,true,false
45114,12303,1489104000,false,499,true,false,false
17332,45,1402358400,false,7334,false,true,false
34378,834,1459728000,true,11065,false,false,false
2463,70,1326240000,false,1030,false,true,false
14884,2729,1397952000,true,6247,false,false,false
55890,809,1508284800,false,1262,false,false,true
2480,421,1326326400,true,1039,false,false,false
58527,680,1511395200,false,837,true,false,false
19655,4119,1415923200,false,8197,false,true,false
4156,126,1367798400,true,15,false,false,false
5276,63,1372550400,true,142,false,false,false
57631,2095,1510272000,false,11198,true,false,false
41944,2390,1480032000,false,1879,true,false,false
51704,2670,1499299200,false,2276,false,false,true
42067,73,1480204800,false,280,true,true,false
45941,1013,1492128000,false,1991,false,true,false
52025,11662,1499817600,false,11233,false,true,false
58954,894,1513036800,true,7599,false,false,false
3687,8,1360713600,false,1318,false,true,false
59014,1617,1513296000,true,1514,false,false,false
3716,248,1360713600,false,16,false,true,false
3699,17,1360713600,true,544,false,false,false
3702,56,1360713600,false,122,false,true,false
3671,104,1360627200,false,537,false,true,false
43573,4468,1484265600,true,21062,false,false,false
19785,902,1416182400,true,1377,false,false,false
33292,2670,1456876800,true,1271,false,false,false
4179,66,1368144000,false,621,false,true,false
6010,51,1373328000,false,126,false,true,false
6005,45,1373328000,false,1941,false,true,false
19980,66,1417392000,false,1122,false,true,false
18361,702,1413676800,true,7327,false,false,false
21720,139,1422576000,false,293,false,true,false
7115,280,1378857600,true,1334,false,false,false
20449,469,1418515200,false,2261,false,true,false
17327,45,1402358400,false,7331,false,true,false
55979,365,1508457600,true,732,false,false,false
7652,56,1382054400,true,124,false,false,false
19589,324,1415836800,true,421,false,true,false
19974,318,1417392000,true,625,false,false,false
63909,15260,1522713600,false,28540,false,false,true
19981,26,1417392000,false,1122,false,true,false
27402,227,1445558400,false,3186,false,true,false
20044,70,1417478400,false,1638,false,true,false
1080,1,1303430400,false,355,false,true,false
8333,51,1385856000,true,458,false,true,false
8087,41,1384387200,true,115,false,true,false
42122,19,1480204800,false,21,false,false,true
7619,294,1381968000,true,2993,false,true,false
7671,51,1382140800,true,227,false,true,false
62787,537,1520467200,true,2114,false,false,false
43907,613,1485302400,true,942,false,true,false
75597,537,1552521600,false,537,false,false,true
75598,537,1552521600,false,529,false,false,true
22284,766,1424390400,true,1105,false,false,false
17776,1217,1406332800,false,478,false,true,false
75600,537,1552521600,false,11161,false,false,true
62831,537,1520553600,true,90099,false,false,false
22478,74,1426550400,false,152,false,true,false
43908,1010,1485302400,false,942,false,true,false
43078,387,1482192000,false,673,true,false,false
19826,365,1416787200,true,109,false,false,false
62833,717,1520553600,false,90099,false,false,true
62830,7041,1520553600,false,90099,false,true,false
35918,38,1465344000,true,19441,false,false,false
33225,1617,1456531200,true,18099,false,false,false
2220,38,1320192000,true,836,false,false,false
51816,1432,1499558400,true,19539,false,false,false
833,312,1302652800,true,379,false,false,false
2677,771,1341014400,true,1092,false,false,false
827,312,1302652800,true,376,false,false,false
63305,66,1520985600,false,26196,false,true,false
375,8,1301616000,false,498,false,true,false
18685,66,1414627200,false,142,false,true,false
4599,70,1372118400,false,534,false,true,false
2084,70,1317945600,false,647,false,true,false
2136,651,1319155200,true,966,false,false,false
63946,697,1522800000,false,113,false,false,true
63947,822,1522800000,false,113,false,false,true
19659,1044,1415923200,true,8197,false,true,false
38698,4357,1471478400,true,499,false,false,false
19666,4124,1415923200,true,8197,false,false,false
9850,104,1390003200,false,1266,false,true,false
19665,4123,1415923200,true,8197,false,false,false
24525,26,1435622400,false,1164,false,true,false
36510,66,1466035200,false,570,false,true,false
19954,139,1417392000,false,498,false,true,false
19818,702,1416528000,true,1341,false,false,false
1263,407,1317600000,true,520,false,false,false
3668,104,1360627200,false,113,false,true,false
12888,170,1392076800,true,5328,false,false,false
2260,74,1321142400,false,873,false,true,false
253,68,1301270400,true,289,false,false,false
556,224,1302220800,true,342,false,true,false
43497,4672,1484092800,true,7789,false,false,false
720,1,1302566400,false,224,false,true,false
3698,8,1360713600,false,544,false,true,false
786,10,1302652800,true,193,false,true,false
9,11,1298937600,true,37,false,false,false
385,45,1301702400,false,431,false,true,false
751,21,1302566400,true,22,false,false,false
781,8,1302652800,false,40,false,true,false
892,51,1302739200,true,239,false,true,false
891,24,1302739200,false,456,false,true,false
43076,187,1482192000,false,673,true,false,false
2378,620,1322438400,true,987,false,false,false
3296,245,1355529600,false,56,false,true,false
18435,407,1414368000,true,3025,false,false,false
50740,2145,1497225600,true,36813,false,false,false
3714,47,1360713600,true,16,false,false,false
2958,45,1347408000,false,1289,false,true,false
46789,148,1494633600,false,740,true,false,false
19989,66,1417392000,false,6632,false,true,false
55846,445,1508198400,false,1334,false,true,false
5526,70,1372809600,false,2350,false,true,false
37711,10392,1469059200,false,3102,false,true,false
8413,4,1386892800,false,748,false,true,false
14349,38,1396742400,true,2001,false,false,false
7128,70,1379289600,false,2909,false,true,false
43901,1151,1485302400,false,1628,false,false,true
46048,659,1492819200,true,28204,false,false,false
242,1,1300924800,false,471,false,true,false
8117,283,1384560000,true,260,false,false,false
71417,413,1541721600,false,8187,false,false,true
7806,244,1382400000,false,13,false,true,false
37290,26,1467763200,false,11157,false,true,false
19456,26,1415404800,false,120,false,true,false
33956,70,1458345600,false,1513,false,true,false
19614,665,1415836800,false,673,false,true,false
19593,70,1415836800,false,426,false,true,false
65091,71,1527379200,false,6632,false,false,true
19620,184,1415836800,true,312,false,true,false
51861,1,1499644800,false,3155,false,true,false
19770,25,1416182400,true,41,false,false,false
63901,840,1522713600,false,28540,false,false,true
18071,29,1410998400,false,1020,false,true,false
18070,365,1410998400,true,1020,false,false,false
8364,332,1386201600,true,98,false,false,false
65523,66,1528675200,false,76882,false,true,false
37166,1639,1467158400,true,3221,false,true,false
65728,14055,1529193600,false,5503,false,true,false
69147,11662,1535068800,false,1906,false,true,false
22962,5134,1428710400,true,9604,false,false,false
3861,148,1362268800,true,1011,false,false,false
58636,290,1511913600,true,530,false,false,false
18471,222,1414454400,true,5,false,false,false
58600,290,1511740800,true,11157,false,true,false
42281,18,1480550400,false,20,true,false,false
18342,3775,1413504000,true,2136,false,false,false
719,284,1302566400,true,224,false,false,false
801,204,1302652800,false,18,false,true,false
753,1,1302566400,false,22,false,true,false
809,309,1302652800,true,326,false,false,false
42121,23,1480204800,false,21,true,false,false
19654,213,1415923200,false,8197,false,true,false
79867,15790,1560211200,true,103054,false,false,false
17769,3119,1406332800,false,1942,false,true,false
19591,324,1415836800,true,426,false,true,false
19572,26,1415750400,true,425,false,true,false
6937,70,1375660800,false,2899,false,true,false
1248,45,1306886400,false,515,false,true,false
1243,45,1306886400,false,512,false,true,false
50685,314,1497139200,true,37016,false,false,false
8518,29,1388188800,false,3265,false,true,false
4513,1012,1371945600,true,2155,false,false,false
63887,48,1522713600,true,7292,false,false,false
19774,26,1416182400,false,41,false,true,false
19806,38,1416528000,true,2438,false,false,false
63914,840,1522713600,false,1970,false,false,true
14167,129,1396569600,false,378,false,true,false
21684,1242,1422489600,true,2031,false,false,false
241,122,1300924800,true,471,false,false,false
17915,130,1408060800,false,18,false,true,false
313,56,1301270400,true,307,false,true,false
1074,358,1303430400,true,355,false,false,false
83595,766,1567468800,false,2350,false,false,true
1068,359,1303430400,true,286,false,false,false
42253,23,1480464000,false,498,true,true,false
21227,1031,1421280000,true,912,false,false,false
19885,824,1417046400,true,1267,false,false,false
39137,5212,1472860800,true,9730,false,false,false
46350,7902,1493683200,true,26761,false,false,false
63904,702,1522713600,false,28540,false,false,true
2221,45,1320192000,false,836,false,true,false
564,231,1302220800,false,342,false,true,false
2083,112,1317945600,false,647,false,true,false
565,130,1302220800,false,342,false,true,false
558,226,1302220800,true,342,false,false,false
22514,130,1427068800,false,740,false,true,false
22487,74,1426550400,false,153,false,true,false
2138,141,1319155200,false,966,false,true,false
43574,11925,1484265600,true,21062,false,false,false
19008,423,1414886400,false,873,false,true,false
13513,1,1395273600,false,891,false,true,false
24520,108,1435622400,true,3042,false,false,false
18657,8,1414627200,false,59,false,true,false
19211,756,1415059200,false,517,false,true,false
2481,739,1326326400,true,1039,false,false,false
63952,307,1522800000,false,730,true,false,false
42241,3989,1480464000,false,500,true,true,false
5691,66,1372896000,false,623,false,true,false
5729,250,1372896000,true,1802,false,true,false
69109,163,1534982400,false,130,true,false,false
35778,1617,1464825600,true,1511,false,false,false
5653,4,1372896000,false,500,false,true,false
5830,147,1373068800,false,241,false,true,false
2464,421,1326240000,true,1030,false,false,false
55733,4148,1508025600,true,27081,false,false,false
34643,6330,1460592000,false,5619,false,true,false
64293,5696,1523923200,false,1942,false,false,true
22420,1242,1425513600,true,9192,false,false,false
7713,536,1382227200,true,980,false,false,false
60326,4120,1516579200,false,8197,true,true,false
22506,5052,1426896000,true,7344,false,false,false
35790,1617,1464912000,true,1558,false,false,false
33844,21,1458000000,true,538,false,false,false
7400,1,1381276800,false,277,false,true,false
18935,2380,1414800000,false,60,false,true,false
63730,795,1521936000,true,7603,false,true,false
19475,37,1415404800,false,133,false,true,false
19474,24,1415404800,false,133,false,true,false
34640,1012,1460592000,true,5619,false,false,false
65041,1,1527033600,false,83728,false,true,false
2300,238,1321401600,false,890,false,true,false
8370,1,1386201600,false,105,false,true,false
42019,2121,1480204800,false,1011,true,false,false
34951,1217,1461628800,false,2126,false,true,false
34641,400,1460592000,true,5619,false,false,false
25487,4681,1440115200,true,7352,false,false,false
45919,347,1492041600,true,620,false,false,false
36443,10100,1465862400,false,19561,false,true,false
24120,126,1433289600,true,9630,false,false,false
65524,1012,1528675200,true,76882,false,false,false
18482,222,1414454400,true,74,false,false,false
19969,428,1417392000,true,623,false,false,false
43496,3701,1484092800,true,7789,false,true,false
1113,66,1303516800,false,438,false,true,false
26862,908,1443830400,true,13166,false,false,false
50303,167,1496966400,false,1905,false,false,true
2821,45,1345075200,false,1192,false,true,false
14168,852,1396569600,true,378,false,false,false
46793,1319,1494633600,true,98,false,false,false
4622,70,1372118400,false,2180,false,true,false
35036,37,1461888000,true,112,false,true,false
26,449,1299196800,false,21,false,true,false
268,130,1301270400,false,324,false,true,false
83747,73,1567555200,false,152,false,true,false
19023,73,1414886400,false,866,false,true,false
42242,306,1480464000,false,18,true,false,false
43413,29,1483574400,false,19,false,true,false
4506,746,1371945600,true,1058,false,false,false
22482,72,1426550400,true,152,false,false,false
5701,365,1372896000,true,731,false,false,false
5143,197,1372550400,false,495,false,true,false
4656,70,1372204800,false,2183,false,true,false
19787,517,1416268800,false,1593,false,true,false
17292,51,1402185600,true,7313,false,true,false
1272,403,1317600000,true,523,false,false,false
17775,74,1406332800,false,478,false,true,false
65382,2914,1528329600,false,9254,false,false,true
2299,157,1321401600,false,890,false,true,false
19700,4133,1416096000,true,7706,false,true,false
18387,392,1414108800,true,1981,false,false,false
18969,2548,1414800000,true,890,false,true,false
4893,59,1372377600,true,246,false,false,false
18038,38,1410307200,true,7360,false,false,false
890,325,1302739200,true,456,false,false,false
42252,148,1480464000,true,498,false,false,false
343,158,1301356800,true,471,false,false,false
72560,822,1546214400,false,103054,false,false,true
6249,104,1374019200,false,1305,false,true,false
19567,4,1415750400,false,427,false,true,false
3779,536,1360800000,true,819,false,false,false
19772,73,1416182400,false,41,false,true,false
19616,191,1415836800,false,673,false,true,false
19609,66,1415836800,false,673,false,true,false
33846,3023,1458000000,true,538,false,false,false
7303,762,1381017600,true,1627,false,false,false
19803,38,1416528000,true,2437,false,false,false
43791,897,1484870400,false,2114,false,false,true
27615,10,1445731200,false,152,false,true,false
60332,4127,1516579200,false,8197,true,false,false
60331,559,1516579200,false,8197,true,false,false
20634,197,1419465600,false,62,false,true,false
17774,248,1406332800,false,478,false,true,false
1242,401,1306886400,true,512,false,false,false
18362,104,1413676800,false,7327,false,true,false
35921,104,1465344000,false,1121,false,true,false
257,129,1301270400,false,327,false,true,false
18389,423,1414108800,false,1981,false,true,false
18388,507,1414108800,true,1981,false,false,false
3703,57,1360713600,true,122,false,false,false
98,1,1300060800,false,125,false,true,false
22485,66,1426550400,false,153,false,true,false
38887,277,1472083200,true,19459,false,false,false
14885,2113,1397952000,false,6247,false,true,false
2482,70,1326326400,false,1039,false,true,false
52852,4602,1502150400,false,8965,true,false,false
42057,148,1480204800,false,231,true,false,false
38435,908,1470960000,true,20275,false,false,false
53470,2670,1503446400,false,359,false,false,true
19117,99,1414972800,false,364,false,true,false
24058,377,1433203200,true,10919,false,false,false
